décision;motif;siret;nom;code NAF;catégorie juridique;commune
gardée;"";82782708000017;"Etienne Thomet";85.51Z;1000;"Metabief"
gardée;"";43388725400012;"Etoile Des Neiges";55.10Z;5710;"Metabief"
gardée;"";88252597500018;"Eyja Sport - Gliss'Bar";47.64Z;5710;"Metabief"
exclue;"particulier : location de son logement";90385780300014;"Fabienne Bole";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";88243888000016;"Fabienne Garressus (navarre)";68.20A;1000;"Metabief"
exclue;"société civile";43926330200010;"Familiale Authier";68.20B;6599;"Metabief"
exclue;"société civile immobilière";99386420600012;"Fjm";68.20B;6540;"Metabief"
exclue;"particulier : location de son logement";90899421300027;"Flavien Colas";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";90899421300043;"Flavien Colas";68.20A;1000;"Metabief"
gardée;"";80805868900015;"Florian Carnet";47.78C;1000;"Metabief"
exclue;"particulier : location de son logement";91126709400017;"Florian Maltis";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";32372524200024;"Francois Montagnon";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";30892347300042;"Francois Thiebaud";68.20A;1000;"Metabief"
gardée;"";38114032600012;"Francois Tissot";85.51Z;1000;"Metabief"
exclue;"particulier : location de son logement";81853826600011;"Francoise Stortz";68.20A;1000;"Metabief"
gardée;"";83270144500021;"Frederic Lambert";55.20Z;1000;"Metabief"
exclue;"particulier : location de son logement";84034469100018;"Frederic Lefranc";68.20A;1000;"Metabief"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20A)";85321698400023;"Frederic Petit (plateau Service Sanitaire)";68.20A;1000;"Metabief"
gardée;"";49244238900010;"Fromagerie Du Mont D'Or & La Grange Aux";10.51C;5499;"Metabief"
exclue;"particulier : location de son logement";33800910300031;"Gabriel Beschet";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";91863715800018;"Gabriel Ropp";68.20A;1000;"Metabief"
gardée;"";88252597500026;"Gaby Sport, Sport 2000";47.64Z;5710;"Metabief"
exclue;"particulier : location de son logement";83480877600019;"Gael Marandin";68.20A;1000;"Metabief"
gardée;"";45036728900045;"Gaelle Archaimbault";55.20Z;1000;"Metabief"
gardée;"";90995819100019;"Gaetan Avez - Accompagnateur En Montagne";93.19Z;1000;"Metabief"
exclue;"indivision";92145288400015;"Galeano Lopes";68.20A;2110;"Metabief"
gardée;"";90118303800016;"Garage De La Renversee";45.20A;5499;"Metabief"
gardée;"";91808504400017;"Geraniums Et Neige Fraiche";55.20Z;5499;"Metabief"
gardée;"";82438327700038;"Gfc/guillon Ferblanterie Couverture";43.91B;1000;"Metabief"
exclue;"particulier : location de son logement";81455069500013;"Gilles Balanche";68.20A;1000;"Metabief"
exclue;"société civile immobilière";10218905700015;"Gresset-Ebbor";68.20B;6540;"Metabief"
exclue;"particulier : location de son logement";98186561100017;"Guillaume Comte";68.20A;1000;"Metabief"
gardée;"";83540871700030;"Guy Hoquet Metabief";68.31Z;5710;"Metabief"
exclue;"société civile immobilière";91182722800022;"Hbjlsc";68.20B;6540;"Metabief"
exclue;"particulier : location de son logement";89166229800019;"Helene Maraux";68.20A;1000;"Metabief"
exclue;"société civile immobilière";49996376700011;"Hibiscus";68.20B;6540;"Metabief"
à vérifier;"société déclarée en holding ou siège social (70.10Z)";48898386700018;"Holding Gresset Jerome";70.10Z;5499;"Metabief"
exclue;"particulier : location de son logement";75350058600023;"Hubert Genevois";68.20A;1000;"Metabief"
exclue;"société civile immobilière";79828745400010;"Hugo";68.20B;6540;"Metabief"
exclue;"particulier : location de son logement";88280499000027;"Hugo Fontanel";68.20A;1000;"Metabief"
gardée;"";10228958400017;"Hugo Fornay";58.14Z;1000;"Metabief"
exclue;"société civile immobilière";85289815400012;"Immoberthier";68.20B;6540;"Metabief"
exclue;"indivision";99917211700015;"Indivision Bec-Moussally";68.20A;2110;"Metabief"
exclue;"indivision";91775716300014;"Indivision Cuinet Loic Et Lolita";68.20A;2110;"Metabief"
exclue;"particulier : location de son logement";93155673200010;"Indivision Doum";68.20A;1000;"Metabief"
exclue;"indivision";81204048300024;"Indivision Gaudet Michael";68.20A;2110;"Metabief"
exclue;"indivision";98886960800022;"Indivision Huguet";68.20A;2110;"Metabief"
gardée;"";95080263700013;"Indivision Merlier Hennequin";55.20Z;2110;"Metabief"
gardée;"";97908716000011;"Indivision Metabief";55.20Z;2110;"Metabief"
exclue;"indivision";94309795600016;"Indivision Peclier-Dumont";68.20A;2110;"Metabief"
exclue;"indivision";94309795600024;"Indivision Peclier-Dumont";68.20A;2110;"Metabief"
exclue;"indivision";97886202700015;"Indivision Petit-Ledieu";68.20A;2110;"Metabief"
exclue;"indivision";93135273600025;"Indivision Schmalbach Schlie - Grbac";68.20A;2110;"Metabief"
à vérifier;"société déclarée en immobilier (68.10Z)";90464362400011;"Isabelle Vernier-Peridy Immobilier";68.10Z;5710;"Metabief"
exclue;"particulier : location de son logement";83454361300014;"Jack Dal Toso";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";87808898800018;"Jacques Girard";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";32329014800044;"Jacques Lhomme Choulet";68.20A;1000;"Metabief"
gardée;"";99987363100017;"Jaffres /morel";55.20Z;2110;"Metabief"
exclue;"particulier : location de son logement";42804697300015;"Jean Frelet";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";42804697300023;"Jean Frelet";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";57281076000056;"Jean Guyot";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";42804728600011;"Jean Massey";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";33880522900030;"Jean Trimaille";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";84109097000010;"Jean-Christophe Gauthier";68.20A;1000;"Metabief"
gardée;"";43931331300025;"Jean-Luc Czipack";55.20Z;1000;"Metabief"
exclue;"particulier : location de son logement";48408504800037;"Jean-Marie Rousseau";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";85365498600019;"Jean-Paul Racault";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";93945598600017;"Jeremie Tomaszewski";68.20A;1000;"Metabief"
à vérifier;"entrepreneur à enseigne déclaré en immobilier (68.20A)";90985277400027;"Jeremy Poinsignon (jp Services Plomberie)";68.20A;1000;"Metabief"
gardée;"";82308011400015;"Jim Tinguely";66.19B;1000;"Metabief"
exclue;"société civile immobilière";80823878600012;"Jmar";68.20B;6540;"Metabief"
gardée;"";42460475900045;"Joel Trichet";93.19Z;1000;"Metabief"
exclue;"particulier producteur d’énergie";99228323400019;"Jose Henrique Da Silva Teixeira";35.11Z;1000;"Metabief"
exclue;"société civile immobilière";89271550900014;"Jourmeta";68.20B;6540;"Metabief"
gardée;"";90985277400019;"Jp Services Plomberie";43.22A;1000;"Metabief"
à vérifier;"société déclarée en immobilier (68.10Z)";10189203200018;"Jt Invest";68.10Z;5710;"Metabief"
exclue;"particulier : location de son logement";88352432400067;"Julie Chatard";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";94240562200013;"Julien Canioncq";68.20A;1000;"Metabief"
exclue;"particulier : location de son logement";91096945000022;"Julien Liotier";68.20A;1000;"Metabief"
exclue;"société civile immobilière";97977487400015;"Jumala";68.20B;6540;"Metabief"
gardée;"";83996251100011;"K-Nathe";47.11B;1000;"Metabief"
gardée;"";84246579100015;"Karate Do Metabief";93.12Z;9220;"Metabief"
gardée;"";88068403000021;"Karene Goguely";88.99B;1000;"Metabief"
exclue;"particulier : location de son logement";81116676800010;"Karim Bagate";68.20A;1000;"Metabief"
exclue;"société civile immobilière";10666905400012;"Karol";68.20B;6540;"Metabief"
gardée;"";95398751800016;"Kevin Castets";70.21Z;5710;"Metabief"
gardée;"";10223351700014;"Kinesitherapeute";86.90E;1000;"Metabief"
gardée;"";10925038100018;"Kinga Plusa";70.22Z;1000;"Metabief"
gardée;"";77832492100015;"L Union Sportive";93.12Z;9220;"Metabief"
gardée;"";81026495200021;"L'Alambik By Donat, La Kave By Donat, Le Distrikt";56.10A;5710;"Metabief"
exclue;"société civile immobilière";85229313300025;"L'Appartement";68.20B;6540;"Metabief"
gardée;"";81026495200047;"L'Authentik By Donat, Fondue Faktory, Bistrot Burg";56.10A;5710;"Metabief"
exclue;"particulier : location de son logement";83826626000036;"L'Echappee Etoilee";68.20A;1000;"Metabief"
gardée;"";90221007900023;"L'Epicurien";10.71C;5499;"Metabief"
gardée;"";75218561100023;"L'Immobilier Pontissalien";68.31Z;5710;"Metabief"
gardée;"";90268499200016;"L'Intemporel Coiffure";96.02A;5499;"Metabief"
gardée;"";49790174400027;"L'Or Coiffeuse Mixte";96.02A;1000;"Metabief"
gardée;"";95356914200011;"L'Oree Du Bois";55.20Z;1000;"Metabief"
exclue;"administrations et associations";83825520600016;"La Faune Epigee (lfe)";94.99Z;9220;"Metabief"
à vérifier;"société déclarée en holding ou siège social (66.30Z)";84878806300016;"La Ferme De La Perouse";66.30Z;5499;"Metabief"
